timestamp,temperature,turbidity,oxygen,salinity
2025-01-01 00:00:00,27.01914352451146,2.372872095393189,6.728602107805111,30.91394607012464
2025-01-01 00:01:00,17.86233581885282,2.3639757674848436,6.877800214778539,30.980406457755816
2025-01-01 00:02:00,18.648888778148702,1.9613070482109956,6.761047575581943,31.038576927152548
2025-01-01 00:03:00,19.52483021648004,2.400972942489569,7.044167218778448,31.56811687698771
2025-01-01 00:04:00,17.768247105372684,2.7198487245465235,7.478871412584765,30.551669614907954
2025-01-01 00:05:00,17.768863643170846,2.1177303642769614,6.691583137143518,30.492191805092403
2025-01-01 00:06:00,19.582813535651418,2.814544795315178,7.400328199107365,31.741971845285786
2025-01-01 00:07:00,18.771635569320942,2.6463324463253013,6.687331171061245,30.72241315487122
2025-01-01 00:08:00,17.535326574257088,2.2797300034086887,6.660949115001246,30.24217878785376
2025-01-01 00:09:00,18.547961123802008,2.4575411087986456,7.327437847337285,30.708922034740077
2025-01-01 00:10:00,17.542583507427583,2.97949654229231,7.368774551203047,30.8019683588536
2025-01-01 00:11:00,17.540871566693795,2.72006434405176,7.340563974705062,31.93297763663546
2025-01-01 00:12:00,18.24916371185409,2.502635096469444,6.473681036712744,31.554895727426043
2025-01-01 00:13:00,16.094521315654266,2.4286950049117046,6.813619608771179,31.688512369979346
2025-01-01 00:14:00,16.283483847823035,2.522982721135498,7.329195436801329,31.49198418540807
2025-01-01 00:15:00,17.4467142711191,2.3464709326173088,7.016616736225558,31.56774620296919
2025-01-01 00:16:00,16.996770800049653,1.8685751482842956,6.570522861521014,30.58715072405181
2025-01-01 00:17:00,18.324449373003354,3.1126533731604193,7.183327175650176,30.88083870678791
2025-01-01 00:18:00,17.102778084910874,2.5465974997598204,6.714077096403412,30.40605081218587
2025-01-01 00:19:00,16.599098579120803,2.619444179536761,7.717809939356885,30.87370718167778
2025-01-01 00:20:00,19.47765116940165,2.4826276750369276,7.617936584967303,31.410462994560845
2025-01-01 00:21:00,17.786826220017563,2.2794649597826235,7.241638970542227,31.080749970887346
2025-01-01 00:22:00,18.08073084521603,2.4442226557153686,7.5444026819079095,31.786888491376178
2025-01-01 00:23:00,16.589054574338654,2.020181571341707,7.025916540049352,30.315150524663668
2025-01-01 00:24:00,17.470020156050932,3.1831259494159916,7.306174997750007,31.300143010418942
2025-01-01 00:25:00,18.125925590309986,2.1296464004732814,7.59108811812083,30.25101831887841
2025-01-01 00:26:00,16.864609543201823,2.190410114845846,7.098199472717725,31.056505881504187
